Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/28/2020,248,4,132,2,27,54,36,44,38,28,19,0,138,110,0,37,5,134,42,10,20,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,11,18,33,21,22,21,0,70,62,0,22,3,85,15,6,1
01/15/2021,1024,11,53,128,265,196,173,114,79,47,22,0,525,485,14,285,39,191,255,69,185,0,0,0,1,2,2,2,4,0,5,6,0,2,1,5,3,0,0,1,3,5,6,7,14,11,6,0,32,21,0,17,0,20,13,2,1
01/05/2021,1599,16,85,169,472,298,240,184,133,65,37,1,808,788,3,524,47,239,339,95,355,0,0,0,1,2,3,6,4,0,3,13,0,5,1,5,5,0,0,0,7,4,5,12,21,21,15,0,44,41,0,16,5,32,25,4,3
07/29/2020,446,3,19,56,131,94,68,51,28,12,6,0,233,208,5,181,7,99,90,18,51,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,0,1,3,1,8,2,2,1,1,0,7,12,0,8,0,8,2,1,0
08/11/2021,361,1,,53,87,105,46,30,21,14,5,0,199,161,1,68,20,79,119,21,54,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
05/18/2020,945,33,113,67,235,152,190,149,83,46,23,0,494,440,11,433,10,151,72,36,243,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0,1,14,11,15,21,13,22,16,0,52,61,0,41,0,46,15,4,7
12/26/2020,957,19,81,94,235,180,155,139,90,41,23,0,508,446,3,345,26,136,206,63,181,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,5,7,13,16,16,12,0,42,39,0,25,1,34,11,7,3
03/16/2020,78,1,14,1,14,21,18,12,7,4,1,0,37,41,0,8,6,25,30,1,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,3,2,1,1,0,4,10,0,1,0,10,3,0,0
12/01/2020,2188,35,129,271,510,425,343,271,200,109,59,0,1167,1014,7,746,60,336,366,87,593,0,0,0,4,5,11,9,6,0,20,15,0,12,1,15,7,0,0,6,6,11,13,21,29,24,19,0,66,63,0,48,1,48,22,5,5
06/14/2021,67,3,8,10,14,22,7,9,4,1,0,0,37,30,0,22,2,18,4,4,17,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,1,1,4,0,2,0,0,4,4,0,2,0,4,1,1,0
06/16/2021,36,1,4,6,9,10,7,0,1,2,0,1,22,14,0,12,2,12,5,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,3,1,0,2,0,1,0,1,0
07/20/2021,185,3,15,32,47,48,27,18,6,5,2,0,97,88,0,25,5,52,46,13,44,0,0,0,0,2,0,1,0,0,1,2,0,0,0,3,0,0,0,0,3,1,3,3,1,2,2,0,7,8,0,6,0,6,1,2,0
08/10/2021,426,2,,46,122,116,61,35,18,16,12,0,235,188,3,74,14,96,117,20,105,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,
01/02/2021,1116,21,62,126,277,211,192,147,86,51,26,0,590,524,2,415,28,134,260,64,215,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,1,6,5,6,10,14,11,9,0,26,36,0,14,4,27,13,3,1
06/29/2020,280,7,31,22,89,56,36,40,17,9,11,0,138,140,2,103,2,63,52,9,51,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
07/06/2020,283,5,31,23,80,66,41,35,21,11,6,0,150,129,4,86,11,69,50,6,61,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,6,5,5,3,0,17,14,0,5,1,16,6,0,3
10/15/2020,907,2,37,86,266,213,112,115,72,28,15,0,463,442,2,362,19,111,213,32,170,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,2,6,4,4,9,6,5,0,19,18,0,6,0,19,10,2,0
05/19/2020,890,27,100,78,211,171,148,130,85,39,28,0,450,434,6,429,14,142,72,39,194,0,1,1,3,6,5,6,5,0,8,19,0,11,2,11,3,0,0,5,5,13,15,20,17,14,11,0,52,48,0,43,2,34,12,4,5
12/30/2020,1447,23,63,191,371,275,198,200,138,52,22,0,762,673,12,480,30,228,274,74,361,0,0,0,4,6,4,5,4,0,5,18,0,13,1,5,3,1,0,1,1,4,6,10,15,17,9,0,30,33,0,22,1,22,11,4,3
10/19/2020,1166,3,51,151,274,251,162,169,96,43,20,0,597,568,1,427,25,200,249,50,215,0,0,0,0,0,2,1,0,0,1,2,0,1,0,1,1,0,0,2,2,1,7,14,8,10,7,0,26,25,0,12,1,17,17,1,3
03/09/2020,5,0,3,3,0,0,0,0,0,1,1,0,3,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,1,1,0
03/04/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
09/08/2020,368,1,21,36,120,80,55,39,23,10,5,0,180,188,0,177,8,38,83,7,55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,4,2,4,4,4,0,7,14,0,11,0,5,4,0,1
03/03/2021,337,5,23,46,92,72,56,29,24,14,4,0,160,177,0,76,20,71,89,33,48,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,2,1,1,4,7,5,2,0,15,8,0,2,0,13,7,1,0
07/17/2021,121,0,8,23,36,28,17,8,2,4,3,0,67,52,2,39,2,27,16,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,4,4,0,0,0,5,1,1,1
03/17/2021,474,9,28,48,161,99,69,49,35,9,4,0,238,236,0,88,25,100,141,29,91,0,0,1,1,0,2,1,4,0,4,5,0,1,0,5,3,0,0,0,5,3,4,5,5,3,3,0,15,13,0,7,1,17,3,0,0
04/05/2021,934,6,49,176,232,205,151,96,46,20,8,0,496,436,2,217,32,249,200,54,182,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,2,4,6,5,11,6,11,4,0,26,23,0,11,1,31,3,2,1
03/08/2021,326,5,23,53,102,61,35,32,31,8,4,0,166,160,0,92,19,59,73,22,61,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,2,2,1,4,8,3,3,0,14,9,0,5,0,11,5,2,0
05/13/2021,314,7,45,64,68,50,56,38,31,4,3,0,178,136,0,56,4,143,40,6,65,0,0,0,0,1,5,0,1,0,5,2,0,0,0,4,3,0,0,3,7,4,5,8,13,5,0,0,19,26,0,5,1,33,1,1,4
03/02/2021,327,7,30,46,103,62,43,31,25,11,6,0,181,143,3,79,18,49,89,16,76,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,2,2,5,5,3,8,5,0,18,12,0,13,1,8,5,1,2
05/18/2021,282,6,33,68,61,47,36,35,19,8,8,0,161,121,0,53,4,114,46,6,59,0,0,0,0,2,1,3,0,0,4,2,0,3,0,2,1,0,0,2,2,6,4,5,9,2,3,0,16,17,0,4,0,23,3,0,3
11/18/2020,2327,17,117,291,567,452,388,295,197,98,39,0,1182,1134,11,752,50,381,445,96,603,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,2,7,5,10,22,18,27,26,0,55,62,0,33,6,45,24,5,4
11/26/2020,264,22,102,22,48,36,39,32,36,31,19,1,133,130,1,48,6,81,41,25,63,0,0,0,1,1,2,9,9,0,11,11,0,10,1,8,3,0,0,2,5,10,15,15,16,24,15,0,56,46,0,34,1,44,13,5,5
09/29/2020,381,6,28,47,105,72,65,45,26,17,4,0,196,184,1,162,15,43,84,16,61,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,2,7,2,5,5,3,3,0,14,14,0,11,2,8,5,1,1
01/13/2021,1112,17,62,146,276,224,147,143,95,48,33,0,550,553,9,320,45,216,241,56,234,0,0,0,0,0,7,2,8,0,7,10,0,5,2,8,2,0,0,2,4,1,10,8,13,15,9,0,27,35,0,16,2,26,12,4,2
08/25/2020,413,4,29,52,121,75,69,50,27,9,9,1,224,185,4,183,7,61,91,18,53,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,4,3,3,8,6,3,2,0,13,16,0,7,0,11,8,2,1
08/14/2020,347,3,26,54,86,64,59,40,26,10,8,0,179,164,4,136,5,68,79,13,46,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,3,3,7,5,4,0,14,12,0,5,0,16,5,0,0
05/16/2021,153,10,34,23,33,29,21,17,15,8,7,0,85,68,0,33,2,61,24,6,27,0,0,1,1,0,3,3,2,0,4,6,0,6,2,2,0,0,0,1,3,10,5,2,7,3,3,0,21,13,0,6,0,20,4,1,3
01/30/2021,420,11,36,76,84,78,52,54,44,21,11,0,221,198,1,138,17,73,94,18,80,0,1,0,0,2,3,3,2,0,1,10,0,6,0,3,2,0,0,0,2,4,4,4,8,8,6,0,12,24,0,12,0,15,7,0,2
08/06/2020,349,4,21,38,113,73,52,31,22,11,9,0,179,169,1,138,6,84,79,15,27,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,6,1,1,6,2,1,3,0,11,10,0,5,0,10,5,1,0
06/30/2020,265,3,27,25,92,59,39,24,15,5,6,0,135,129,1,107,3,53,50,3,49,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,3,5,2,5,0,14,13,0,10,1,10,5,0,1
10/21/2020,1180,6,59,116,381,246,175,130,84,32,16,0,612,568,0,403,26,166,280,63,242,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,5,10,6,7,16,8,5,0,28,31,0,20,0,23,13,2,1
01/21/2021,815,10,63,97,189,159,122,118,76,36,18,0,415,397,3,285,25,159,155,46,145,0,0,1,1,0,2,2,4,0,5,5,0,3,0,5,2,0,0,3,3,5,5,12,14,18,3,0,31,32,0,18,2,30,7,3,3
12/20/2020,582,29,70,62,140,116,94,70,48,31,21,0,303,278,1,157,32,104,179,24,86,0,0,0,3,3,9,9,5,0,8,21,0,12,1,10,6,0,0,3,9,5,6,10,12,15,10,0,40,30,0,17,2,33,9,3,6
02/11/2021,438,9,38,64,102,82,58,61,44,19,8,0,213,225,0,129,18,67,118,22,84,0,0,0,2,2,3,0,2,0,2,7,0,5,0,2,2,0,0,3,5,3,2,5,11,6,3,0,20,18,0,11,2,16,7,0,2
07/03/2020,176,5,29,14,53,36,26,18,16,9,4,0,107,68,1,43,2,45,31,10,45,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,2,2,6,3,4,5,3,0,12,17,0,4,0,15,5,2,3
01/09/2021,780,17,52,97,217,142,101,105,70,34,13,1,406,374,0,243,23,124,168,43,179,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,4,5,14,11,10,1,25,27,0,14,1,23,11,1,2
11/02/2020,2322,15,109,271,554,507,373,311,187,73,46,0,1189,1124,9,769,51,318,453,100,631,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,5,11,15,24,22,15,16,0,52,57,0,25,3,44,24,4,9
01/31/2021,160,16,36,12,33,31,31,22,17,8,6,0,72,88,0,36,11,32,41,11,29,0,0,0,0,3,6,4,3,0,7,9,0,11,0,4,1,0,0,0,4,2,7,8,7,3,5,0,15,21,0,9,0,17,6,4,0
12/02/2020,2050,34,108,215,513,409,304,300,183,76,50,0,1070,975,5,706,68,292,363,80,541,0,1,0,1,6,5,7,14,0,18,16,0,13,3,12,4,2,0,1,5,7,17,11,19,21,27,0,54,54,0,26,1,43,28,5,5
05/01/2021,348,4,57,62,71,65,58,40,36,11,5,0,182,166,0,66,16,146,61,10,49,0,0,0,0,0,0,1,3,0,1,3,0,2,0,2,0,0,0,4,8,8,11,9,11,4,2,0,33,24,0,11,0,35,8,1,2
05/04/2021,462,5,53,79,123,79,83,39,32,14,13,0,243,219,0,104,20,188,57,15,78,0,0,0,0,0,1,3,1,0,1,4,0,0,0,4,1,0,0,2,1,6,8,15,9,6,6,0,26,27,0,5,1,34,10,1,2
06/14/2020,92,12,27,6,22,18,20,14,6,2,4,0,44,48,0,29,1,24,5,5,28,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,4,1,6,3,5,3,3,0,11,16,0,12,1,9,1,2,2
05/25/2020,252,23,78,7,34,35,41,43,49,26,17,0,123,125,4,75,6,68,44,3,56,0,0,1,0,4,4,7,7,0,11,12,0,5,0,10,7,1,0,2,10,4,7,12,17,11,15,0,37,41,0,24,2,34,9,1,8
02/10/2021,366,11,48,51,101,69,42,44,28,18,13,0,172,194,0,75,12,79,95,23,82,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,6,4,10,9,2,10,0,18,30,0,16,1,20,10,1,0
06/30/2021,51,0,6,11,12,10,9,3,3,3,0,0,21,30,0,10,3,9,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,5,0,1,0,4,0,0,1
10/23/2020,1017,4,66,126,251,189,173,134,90,37,16,1,543,468,6,270,25,190,266,40,226,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,5,8,4,12,17,12,5,0,34,32,0,18,2,21,19,0,6
07/15/2020,268,7,23,30,84,51,33,34,18,12,6,0,150,118,0,97,4,84,41,11,31,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,2,3,4,4,3,0,13,10,0,8,0,9,5,1,0
09/02/2020,406,3,21,42,127,81,67,46,25,12,6,0,224,181,1,160,11,64,93,14,64,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,0,2,4,4,2,4,1,4,0,10,11,0,10,0,6,5,0,0
04/06/2021,851,4,67,133,232,183,124,90,56,18,15,0,437,411,3,199,62,226,163,46,155,0,0,0,0,1,3,0,0,0,0,4,0,2,0,2,0,0,0,0,3,7,11,16,14,8,8,0,29,38,0,11,2,40,8,4,2
04/09/2021,768,5,59,138,216,149,113,74,53,17,8,0,412,355,1,170,23,223,164,39,149,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,1,4,4,14,15,11,6,4,0,33,26,0,10,1,32,12,1,3
03/24/2021,675,6,30,63,242,167,79,72,33,12,7,0,330,342,3,142,13,123,218,43,136,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,1,4,7,4,7,3,2,2,0,20,10,0,7,2,11,3,5,2
05/20/2021,247,4,39,49,47,54,35,26,22,13,1,0,131,116,0,54,5,111,28,6,43,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,3,8,4,5,12,4,2,0,18,21,0,5,0,31,2,1,0
11/23/2020,2377,19,127,274,544,492,360,351,202,99,55,0,1259,1112,6,852,62,386,426,108,543,0,0,1,1,2,2,5,8,0,11,8,0,8,0,7,4,0,0,3,7,8,13,18,29,19,30,0,64,63,0,38,5,53,21,4,6
01/10/2021,497,17,63,62,122,94,77,65,39,23,15,0,260,232,5,110,20,80,145,31,111,0,0,1,0,1,2,6,7,0,6,11,0,5,1,3,8,0,0,0,7,2,12,6,15,9,12,0,36,27,0,21,3,23,11,3,2
09/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,68,66,2,36,8,21,38,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
05/09/2021,164,9,48,28,27,37,22,19,15,10,6,0,85,79,0,48,2,69,22,5,18,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,8,12,4,9,5,6,0,22,26,0,13,0,26,4,3,2
04/23/2021,526,6,51,92,129,97,82,62,39,15,10,0,288,237,1,116,28,178,84,21,99,0,0,1,0,3,0,2,0,0,2,4,0,1,2,3,0,0,0,2,2,10,6,7,10,8,6,0,25,26,0,11,0,33,3,1,3
02/08/2021,389,13,53,47,73,68,62,54,44,19,22,0,209,178,2,98,19,89,87,20,76,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,7,7,3,7,3,13,12,0,31,22,0,12,0,19,15,4,3
12/10/2020,1703,19,116,227,364,329,281,229,161,64,48,0,902,790,11,641,43,248,276,77,418,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,11,11,12,17,19,22,19,0,59,57,0,30,1,49,25,4,7
07/21/2021,207,0,12,38,54,50,25,23,9,4,4,0,114,93,0,28,10,61,59,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,1,2,0,9,3,0,1,0,7,4,0,0
08/20/2020,422,3,24,48,120,85,64,58,33,10,4,0,235,185,2,176,9,69,104,16,48,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,5,2,1,0,13,11,0,11,1,4,7,1,0
11/14/2020,1399,16,104,168,320,277,239,172,126,76,21,0,712,686,1,350,44,190,346,76,393,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,4,6,14,20,17,28,12,0,48,56,0,32,2,33,23,7,7
07/27/2021,253,1,21,27,73,72,36,24,9,7,5,0,140,113,0,44,2,74,69,8,56,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,1,5,3,0,3,0,12,9,0,2,0,12,6,1,0
10/09/2020,668,4,30,67,172,168,100,69,52,27,13,0,325,341,2,247,10,91,179,33,108,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,3,4,4,5,4,3,5,0,16,14,0,7,0,10,9,2,2
04/12/2021,862,5,59,139,203,184,143,95,60,29,9,0,423,438,1,219,15,275,160,32,161,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,2,5,4,6,12,7,15,8,0,28,31,0,14,0,28,12,3,2
03/03/2020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0
06/10/2021,40,2,17,7,7,8,6,2,7,1,2,0,16,24,0,5,0,22,4,2,7,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,2,4,3,3,0,2,0,9,8,0,2,0,8,6,1,0
01/27/2021,658,13,47,75,146,131,102,93,61,33,17,0,339,319,0,181,25,124,139,34,155,0,0,0,0,0,3,3,7,0,3,10,0,2,1,7,3,0,0,0,2,4,4,7,7,15,8,0,27,20,0,11,1,15,13,3,4
07/22/2021,223,1,13,37,65,53,20,23,12,11,2,0,116,106,1,43,2,67,63,10,38,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,3,1,3,2,0,0,5,8,0,4,0,6,3,0,0
02/28/2021,149,3,18,16,34,34,22,17,19,5,2,0,68,79,2,25,12,29,42,6,35,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,1,3,0,0,10,0,4,0,11,7,0,3,0,9,4,0,2
05/26/2020,755,23,77,61,161,129,138,128,76,40,22,0,395,355,5,359,16,118,62,34,166,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,8,27,13,9,8,0,42,35,0,28,1,29,13,1,5
08/02/2021,414,3,22,51,125,101,62,36,26,9,4,0,221,193,0,83,15,101,91,11,113,0,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,0,0,0,3,4,1,4,4,3,3,0,16,6,0,3,0,17,2,0,0
04/29/2020,1152,44,158,54,208,231,219,201,118,62,59,0,539,589,24,518,17,175,116,46,280,0,1,1,4,4,5,9,20,0,21,23,0,16,3,13,12,0,0,0,12,11,23,26,34,20,32,0,79,79,0,58,4,48,35,9,4
04/20/2021,558,5,54,87,168,118,76,66,17,14,12,0,321,236,1,114,18,186,97,23,120,0,0,0,0,1,2,1,1,0,1,4,0,0,2,2,1,0,0,2,2,13,8,11,8,6,4,0,30,24,0,15,1,28,7,1,2
04/03/2021,462,9,46,59,128,111,68,50,28,12,6,0,232,229,1,100,19,101,138,27,77,0,0,0,1,2,1,2,3,0,3,6,0,4,1,3,1,0,0,0,3,5,8,6,7,12,5,0,19,27,0,8,0,21,14,2,1
07/16/2020,297,2,28,27,88,67,43,31,22,10,9,0,156,140,1,93,3,80,58,11,52,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,4,2,0,14,14,0,8,1,13,4,1,1
05/21/2020,800,34,109,75,175,137,119,122,78,51,43,0,414,369,17,370,24,134,55,28,189,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,11,16,17,23,21,11,0,54,55,0,44,8,40,8,6,3
02/05/2021,404,8,44,49,101,73,53,54,36,22,16,0,206,196,2,107,20,67,83,24,103,0,0,1,0,1,3,0,3,0,4,4,0,3,0,4,1,0,0,1,2,5,6,5,8,8,9,0,26,18,0,12,2,22,7,1,0
05/13/2020,875,45,124,56,189,165,163,135,95,40,32,0,449,420,6,427,15,124,69,28,212,0,0,2,3,4,13,10,13,0,17,28,0,18,5,15,6,1,0,2,5,8,17,24,33,22,13,0,64,60,0,46,2,52,11,4,9
06/28/2020,110,5,27,8,36,22,20,10,9,3,2,0,64,46,0,33,1,22,23,7,24,0,0,0,1,0,2,0,2,0,4,1,0,2,0,2,1,0,0,0,5,0,4,5,4,4,5,0,17,10,0,9,0,12,5,0,1
10/17/2020,547,5,44,70,139,115,95,58,45,15,10,0,274,273,0,223,14,73,126,23,88,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,7,4,5,4,9,6,7,0,31,13,0,14,2,19,7,1,1
06/15/2021,51,3,6,10,8,10,10,8,2,2,1,0,33,18,0,19,0,16,9,1,6,0,0,1,1,0,0,1,0,0,2,1,0,1,0,2,0,0,0,1,0,2,0,0,2,1,0,0,3,3,0,1,0,3,2,0,0
07/11/2021,69,2,7,18,13,15,8,11,1,3,0,0,34,35,0,9,2,14,19,3,22,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,3,0,0,1,0,0,4,3,0,0,0,5,1,1,0
03/07/2020,3,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,0
12/07/2020,2068,34,109,274,472,399,328,285,171,91,48,0,1073,986,9,768,62,341,316,107,474,0,0,0,3,5,3,10,13,0,10,24,0,12,3,10,9,0,0,7,10,7,6,23,22,14,20,0,51,58,0,35,4,45,17,3,5
07/05/2021,58,2,6,11,15,14,7,5,3,2,1,0,26,31,1,15,0,13,14,4,12,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,3,3,0,2,0,3,1,0,0
08/04/2021,442,4,27,62,125,108,62,38,23,17,7,0,230,212,0,69,8,110,122,34,99,0,0,0,0,1,2,1,0,0,2,2,0,0,0,4,0,0,0,2,7,1,3,5,3,3,3,0,16,11,0,4,0,15,5,0,3
12/13/2020,610,23,74,53,130,128,93,84,59,37,26,0,327,282,1,124,29,97,143,36,181,0,1,0,1,2,5,9,5,0,5,18,0,6,1,10,6,0,0,3,5,2,9,8,15,12,20,0,38,36,0,22,3,32,12,3,2
07/27/2020,363,1,19,51,102,66,51,40,30,14,9,0,194,166,3,173,11,82,51,9,37,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,0,2,6,0,7,12,0,5,3,7,3,0,1
10/18/2020,347,1,48,30,84,90,58,43,21,16,5,0,171,174,2,74,12,56,118,11,76,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,3,7,7,9,10,5,0,21,27,0,19,0,10,14,4,1
09/06/2020,143,2,11,16,44,30,17,18,10,3,5,0,72,71,0,54,0,27,38,4,20,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,2,0,7,4,0,4,0,4,1,0,2
10/30/2020,1873,4,84,233,475,384,289,241,151,65,35,0,954,916,3,684,32,261,351,91,454,0,0,0,0,2,1,1,0,0,2,2,0,0,0,3,1,0,0,2,7,13,8,9,12,15,18,0,41,43,0,21,2,32,19,5,5
07/07/2020,342,4,25,35,107,69,55,45,19,8,4,0,184,157,1,102,12,90,73,11,54,0,0,0,0,0,3,0,1,0,3,1,0,3,0,1,0,0,0,0,2,3,2,5,4,6,3,0,9,16,0,4,2,13,4,1,1
05/11/2020,1017,38,128,62,206,197,192,142,118,69,31,0,517,494,6,533,14,161,83,29,197,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,5,5,10,17,24,26,28,13,0,51,77,0,51,3,41,22,7,4
07/09/2021,82,1,7,13,20,24,12,5,5,2,1,0,41,40,1,14,1,22,15,4,26,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,0,5,2,0,3,0,2,2,0,0
08/05/2021,431,2,32,66,139,114,47,30,22,8,5,0,205,222,4,69,12,92,128,24,106,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,1,3,5,2,5,8,3,5,0,16,16,0,4,1,20,4,0,3
09/24/2020,409,5,21,52,122,87,61,44,28,9,6,0,200,206,3,175,6,39,115,8,66,0,0,0,1,1,1,1,1,0,2,3,0,4,0,1,0,0,0,0,0,2,4,5,6,4,0,0,8,13,0,5,0,7,6,2,1
01/18/2021,713,14,65,85,143,163,107,79,82,32,22,0,389,321,3,188,32,129,146,40,178,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,2,5,4,3,7,22,10,12,0,30,35,0,15,1,29,15,2,3
